Var1,Var2
HMR_8578,Starch and sucrose metabolism
HMR_8585,Starch and sucrose metabolism
HMR_8586,Transport reactions
HMR_8587,Starch and sucrose metabolism
HMR_8589,Starch and sucrose metabolism
HMR_8590,Transport reactions
HMR_8591,Starch and sucrose metabolism
HMR_8592,Starch and sucrose metabolism
HMR_8603,Arginine and proline metabolism
HMR_8604,Arginine and proline metabolism
HMR_8605,Arginine and proline metabolism
HMR_8606,Arginine and proline metabolism
HMR_8607,Arginine and proline metabolism
HMR_8609,Arginine and proline metabolism
HMR_8611,Arginine and proline metabolism
HMR_8612,Transport reactions
HMR_8613,Vitamin B12 metabolism
HMR_8614,Transport reactions
HMR_8615,Vitamin B12 metabolism
HMR_8616,Vitamin B12 metabolism
HMR_8617,Miscellaneous
HMR_8629,Transport reactions
HMR_8633,Transport reactions
HMR_8634,Porphyrin metabolism
HMR_8636,Transport reactions
HMR_8639,Transport reactions
HMR_8643,Isolated
HMR_8645,Isolated
HMR_8653,Pentose phosphate pathway
HMR_8654,"Alanine, aspartate and glutamate metabolism"
HMR_8658,Transport reactions
HMR_8661,Transport reactions
HMR_8662,C5-branched dibasic acid metabolism
HMR_8663,C5-branched dibasic acid metabolism
HMR_8667,C5-branched dibasic acid metabolism
HMR_8668,C5-branched dibasic acid metabolism
HMR_8670,Transport reactions
HMR_8676,Transport reactions
HMR_8677,Transport reactions
HMR_8678,Transport reactions
HMR_8687,Transport reactions
HMR_8691,N-glycan metabolism
HMR_8693,N-glycan metabolism
HMR_8694,N-glycan metabolism
HMR_8700,Retinol metabolism
HMR_8709,Retinol metabolism
HMR_8724,Vitamin B6 metabolism
HMR_8725,Vitamin B6 metabolism
HMR_8727,Pentose and glucuronate interconversions
HMR_8729,Pentose and glucuronate interconversions
HMR_8733,Transport reactions
HMR_8734,Transport reactions
HMR_8736,Transport reactions
HMR_8738,Biopterin metabolism
HMR_8739,Biopterin metabolism
HMR_8741,Transport reactions
HMR_8742,Transport reactions
HMR_8743,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8744,Thiamine metabolism
HMR_8751,Miscellaneous
HMR_8752,Miscellaneous
HMR_8753,Transport reactions
HMR_8754,Transport reactions
HMR_8755,Purine metabolism
HMR_8756,Transport reactions
HMR_8758,Folate metabolism
HMR_8762,Galactose metabolism
HMR_8766,Galactose metabolism
HMR_8767,Galactose metabolism
HMR_8768,Fructose and mannose metabolism
HMR_8769,Glutathione metabolism
HMR_8770,Glutathione metabolism
HMR_8773,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8775,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8776,Transport reactions
HMR_8777,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8778,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8779,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8780,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8782,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8783,Histidine metabolism
HMR_8784,Histidine metabolism
HMR_8789,Transport reactions
HMR_8790,Nicotinate and nicotinamide metabolism
HMR_8791,Nicotinate and nicotinamide metabolism
HMR_8799,Inositol phosphate metabolism
HMR_8800,Inositol phosphate metabolism
HMR_8801,Inositol phosphate metabolism
HMR_8802,Inositol phosphate metabolism
HMR_8803,Inositol phosphate metabolism
HMR_8804,Inositol phosphate metabolism
HMR_8805,Inositol phosphate metabolism
HMR_8807,Inositol phosphate metabolism
HMR_8808,Inositol phosphate metabolism
HMR_8809,Inositol phosphate metabolism
HMR_8810,Inositol phosphate metabolism
HMR_8811,Inositol phosphate metabolism
HMR_8812,Inositol phosphate metabolism
HMR_8813,Inositol phosphate metabolism
HMR_8814,Inositol phosphate metabolism
HMR_8815,Inositol phosphate metabolism
HMR_8816,Inositol phosphate metabolism
HMR_8817,Inositol phosphate metabolism
HMR_8818,Inositol phosphate metabolism
HMR_8819,Inositol phosphate metabolism
HMR_8821,Inositol phosphate metabolism
HMR_8822,Inositol phosphate metabolism
HMR_8824,Inositol phosphate metabolism
HMR_8826,Inositol phosphate metabolism
HMR_8828,Transport reactions
HMR_8829,Inositol phosphate metabolism
HMR_8830,Inositol phosphate metabolism
HMR_8831,Inositol phosphate metabolism
HMR_8835,Inositol phosphate metabolism
HMR_8836,Inositol phosphate metabolism
HMR_8840,Transport reactions
HMR_8844,Transport reactions
HMR_8846,Transport reactions
HMR_8850,Transport reactions
HMR_8851,Transport reactions
HMR_8858,Transport reactions
HMR_8867,Transport reactions
HMR_8887,Transport reactions
HMR_8901,Transport reactions
HMR_8908,Transport reactions
HMR_8911,Transport reactions
HMR_8912,Transport reactions
HMR_8917,Transport reactions
HMR_8925,Transport reactions
HMR_8929,Transport reactions
HMR_8930,Transport reactions
HMR_8934,Transport reactions
HMR_8935,Transport reactions
HMR_8939,Transport reactions
HMR_8940,Transport reactions
HMR_8941,Transport reactions
HMR_8942,Transport reactions
HMR_8943,Transport reactions
HMR_8944,Transport reactions
HMR_8945,Transport reactions
HMR_8946,Transport reactions
HMR_8947,Transport reactions
HMR_9015,Transport reactions
HMR_9019,Transport reactions
HMR_9024,Exchange/demand reactions
HMR_9033,Exchange/demand reactions
HMR_9034,Exchange/demand reactions
HMR_9035,Exchange/demand reactions
HMR_9036,Exchange/demand reactions
HMR_9038,Exchange/demand reactions
HMR_9039,Exchange/demand reactions
HMR_9040,Exchange/demand reactions
HMR_9041,Exchange/demand reactions
HMR_9042,Exchange/demand reactions
HMR_9043,Exchange/demand reactions
HMR_9044,Exchange/demand reactions
HMR_9045,Exchange/demand reactions
HMR_9046,Exchange/demand reactions
HMR_9047,Exchange/demand reactions
HMR_9048,Exchange/demand reactions
HMR_9049,Exchange/demand reactions
HMR_9052,Exchange/demand reactions
HMR_9053,Exchange/demand reactions
HMR_9055,Exchange/demand reactions
HMR_9058,Exchange/demand reactions
HMR_9061,Exchange/demand reactions
HMR_9062,Exchange/demand reactions
HMR_9063,Exchange/demand reactions
HMR_9064,Exchange/demand reactions
HMR_9065,Exchange/demand reactions
HMR_9066,Exchange/demand reactions
HMR_9067,Exchange/demand reactions
HMR_9068,Exchange/demand reactions
HMR_9069,Exchange/demand reactions
HMR_9070,Exchange/demand reactions
HMR_9071,Exchange/demand reactions
HMR_9072,Exchange/demand reactions
HMR_9073,Exchange/demand reactions
HMR_9074,Exchange/demand reactions
HMR_9075,Exchange/demand reactions
HMR_9076,Exchange/demand reactions
HMR_9077,Exchange/demand reactions
HMR_9078,Exchange/demand reactions
HMR_9079,Exchange/demand reactions
HMR_9080,Exchange/demand reactions
HMR_9081,Exchange/demand reactions
HMR_9082,Exchange/demand reactions
HMR_9083,Exchange/demand reactions
HMR_9084,Exchange/demand reactions
HMR_9085,Exchange/demand reactions
HMR_9086,Exchange/demand reactions
HMR_9087,Exchange/demand reactions
HMR_9091,Exchange/demand reactions
HMR_9096,Exchange/demand reactions
HMR_9097,Exchange/demand reactions
HMR_9098,Exchange/demand reactions
HMR_9099,Exchange/demand reactions
HMR_9100,Exchange/demand reactions
HMR_9101,Exchange/demand reactions
HMR_9102,Exchange/demand reactions
HMR_9103,Exchange/demand reactions
HMR_9105,Exchange/demand reactions
HMR_9106,Exchange/demand reactions
HMR_9107,Exchange/demand reactions
HMR_9109,Exchange/demand reactions
HMR_9111,Exchange/demand reactions
HMR_9113,Exchange/demand reactions
HMR_9114,Exchange/demand reactions
HMR_9115,Exchange/demand reactions
HMR_9116,Exchange/demand reactions
HMR_9117,Exchange/demand reactions
HMR_9118,Exchange/demand reactions
HMR_9119,Exchange/demand reactions
HMR_9120,Exchange/demand reactions
HMR_9121,Exchange/demand reactions
HMR_9122,Exchange/demand reactions
HMR_9123,Exchange/demand reactions
HMR_9124,Exchange/demand reactions
HMR_9125,Exchange/demand reactions
HMR_9126,Exchange/demand reactions
HMR_9129,Exchange/demand reactions
HMR_9132,Exchange/demand reactions
HMR_9133,Exchange/demand reactions
HMR_9134,Exchange/demand reactions
HMR_9135,Exchange/demand reactions
HMR_9136,Exchange/demand reactions
HMR_9137,Exchange/demand reactions
HMR_9139,Exchange/demand reactions
HMR_9140,Exchange/demand reactions
HMR_9143,Exchange/demand reactions
HMR_9144,Exchange/demand reactions
HMR_9145,Exchange/demand reactions
HMR_9146,Exchange/demand reactions
HMR_9150,Exchange/demand reactions
HMR_9151,Exchange/demand reactions
HMR_9152,Exchange/demand reactions
HMR_9153,Exchange/demand reactions
HMR_9154,Exchange/demand reactions
HMR_9155,Exchange/demand reactions
HMR_9156,Exchange/demand reactions
HMR_9158,Exchange/demand reactions
HMR_9159,Exchange/demand reactions
HMR_9160,Exchange/demand reactions
HMR_9161,Exchange/demand reactions
HMR_9165,Exchange/demand reactions
HMR_9166,Exchange/demand reactions
HMR_9167,Exchange/demand reactions
HMR_9168,Exchange/demand reactions
HMR_9169,Exchange/demand reactions
HMR_9171,Exchange/demand reactions
HMR_9173,Transport reactions
HMR_9183,Transport reactions
HMR_9184,Transport reactions
HMR_9190,Transport reactions
HMR_9191,Transport reactions
HMR_9197,Transport reactions
HMR_9198,Transport reactions
HMR_9201,Exchange/demand reactions
HMR_9203,Exchange/demand reactions
HMR_9204,Exchange/demand reactions
HMR_9205,Exchange/demand reactions
HMR_9206,Exchange/demand reactions
HMR_9207,Exchange/demand reactions
HMR_9208,Exchange/demand reactions
HMR_9214,Exchange/demand reactions
HMR_9216,Exchange/demand reactions
HMR_9219,Exchange/demand reactions
HMR_9220,Exchange/demand reactions
HMR_9230,Exchange/demand reactions
HMR_9232,Exchange/demand reactions
HMR_9234,Exchange/demand reactions
HMR_9235,Exchange/demand reactions
HMR_9236,Exchange/demand reactions
HMR_9238,Exchange/demand reactions
HMR_9239,Exchange/demand reactions
HMR_9240,Exchange/demand reactions
HMR_9243,Exchange/demand reactions
HMR_9253,Exchange/demand reactions
HMR_9254,Exchange/demand reactions
HMR_9255,Exchange/demand reactions
HMR_9258,Exchange/demand reactions
HMR_9259,Exchange/demand reactions
HMR_9260,Exchange/demand reactions
HMR_9262,Exchange/demand reactions
HMR_9264,Exchange/demand reactions
HMR_9268,Exchange/demand reactions
HMR_9269,Exchange/demand reactions
HMR_9270,Exchange/demand reactions
HMR_9271,Exchange/demand reactions
HMR_9272,Exchange/demand reactions
HMR_9273,Exchange/demand reactions
HMR_9275,Exchange/demand reactions
HMR_9279,Exchange/demand reactions
HMR_9280,Exchange/demand reactions
HMR_9281,Exchange/demand reactions
HMR_9282,Exchange/demand reactions
HMR_9283,Exchange/demand reactions
HMR_9284,Exchange/demand reactions
HMR_9285,Exchange/demand reactions
HMR_9286,Exchange/demand reactions
HMR_9287,Exchange/demand reactions
HMR_9290,Exchange/demand reactions
HMR_9291,Exchange/demand reactions
HMR_9292,Exchange/demand reactions
HMR_9293,Exchange/demand reactions
HMR_9295,Exchange/demand reactions
HMR_9296,Exchange/demand reactions
HMR_9297,Exchange/demand reactions
HMR_9300,Exchange/demand reactions
HMR_9301,Exchange/demand reactions
HMR_9303,Exchange/demand reactions
HMR_9304,Exchange/demand reactions
HMR_9305,Exchange/demand reactions
HMR_9310,Exchange/demand reactions
HMR_9315,Exchange/demand reactions
HMR_9316,Exchange/demand reactions
HMR_9317,Exchange/demand reactions
HMR_9318,Exchange/demand reactions
HMR_9330,Exchange/demand reactions
HMR_9338,Exchange/demand reactions
HMR_9340,Exchange/demand reactions
HMR_9343,Exchange/demand reactions
HMR_9346,Exchange/demand reactions
HMR_9348,Exchange/demand reactions
HMR_9350,Exchange/demand reactions
HMR_9351,Exchange/demand reactions
HMR_9352,Exchange/demand reactions
HMR_9353,Exchange/demand reactions
HMR_9354,Exchange/demand reactions
HMR_9358,Exchange/demand reactions
HMR_9359,Exchange/demand reactions
HMR_9360,Exchange/demand reactions
HMR_9361,Exchange/demand reactions
HMR_9362,Exchange/demand reactions
HMR_9363,Exchange/demand reactions
HMR_9366,Exchange/demand reactions
HMR_9367,Exchange/demand reactions
HMR_9370,Exchange/demand reactions
HMR_9372,Exchange/demand reactions
HMR_9378,Exchange/demand reactions
HMR_9383,Exchange/demand reactions
HMR_9386,Exchange/demand reactions
HMR_9394,Exchange/demand reactions
HMR_9396,Exchange/demand reactions
HMR_9397,Exchange/demand reactions
HMR_9398,Exchange/demand reactions
HMR_9399,Exchange/demand reactions
HMR_9404,Exchange/demand reactions
HMR_9407,Exchange/demand reactions
HMR_9411,Exchange/demand reactions
HMR_9416,Exchange/demand reactions
HMR_9418,Exchange/demand reactions
HMR_9421,Exchange/demand reactions
HMR_9422,Exchange/demand reactions
HMR_9423,Exchange/demand reactions
HMR_9424,Exchange/demand reactions
HMR_9427,Exchange/demand reactions
HMR_9430,Exchange/demand reactions
HMR_9435,Exchange/demand reactions
HMR_9436,Exchange/demand reactions
HMR_9437,Exchange/demand reactions
HMR_9438,Exchange/demand reactions
HMR_9439,Exchange/demand reactions
HMR_9440,Exchange/demand reactions
HMR_9447,Exchange/demand reactions
HMR_9448,Exchange/demand reactions
HMR_9450,Exchange/demand reactions
HMR_9456,Exchange/demand reactions
HMR_9457,Exchange/demand reactions
HMR_9474,Isolated
HMR_9486,"Glycine, serine and threonine metabolism"
HMR_9488,Isolated
HMR_9489,Isolated
HMR_9493,Isolated
HMR_9494,Isolated
HMR_9516,Isolated
HMR_9517,Isolated
HMR_9556,Isolated
HMR_9569,Metabolism of xenobiotics by cytochrome P450
HMR_9571,Isolated
HMR_9572,Isolated
HMR_9577,Isolated
HMR_9578,Isolated
HMR_9590,Transport reactions
HMR_9591,Transport reactions
HMR_9592,Transport reactions
HMR_9593,Transport reactions
HMR_9594,Transport reactions
HMR_9595,Transport reactions
HMR_9596,Transport reactions
HMR_9597,Transport reactions
HMR_9598,Transport reactions
HMR_9599,Transport reactions
HMR_9600,Transport reactions
HMR_9601,Transport reactions
HMR_9607,Transport reactions
HMR_9608,Transport reactions
HMR_9609,Transport reactions
HMR_9613,Transport reactions
HMR_9616,Transport reactions
HMR_9650,Transport reactions
HMR_9682,Exchange/demand reactions
HMR_9683,Exchange/demand reactions
HMR_9685,Exchange/demand reactions
HMR_9702,Exchange/demand reactions
HMR_9718,"Glycine, serine and threonine metabolism"
HMR_9719,Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_9725,Artificial reactions
HMR_9727,Starch and sucrose metabolism
HMR_9731,Transport reactions
HMR_9732,Transport reactions
HMR_9793,Transport reactions
HMR_9802,"Alanine, aspartate and glutamate metabolism"
HMR_9804,Propanoate metabolism
HMR_9808,Exchange/demand reactions
HMR_9809,Exchange/demand reactions
HMR_9810,Exchange/demand reactions
HMR_9811,Exchange/demand reactions
HMR_9812,Exchange/demand reactions
HMR_9813,Exchange/demand reactions
HMR_9814,Exchange/demand reactions
HMR_9815,Exchange/demand reactions
HMR_9816,Exchange/demand reactions
HOCDACBP,Fatty acid oxidation
HOXG,Heme degradation
HPDCACRNt,Fatty acid oxidation
HPDECECOAm,Fatty acid oxidation
HPDECEm,Fatty acid oxidation
HPYRR2x,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HSD17B42x,Bile acid biosynthesis
HSD17B4x,Bile acid biosynthesis
HSD17B7r,Steroid metabolism
HTDCACBP,Fatty acid oxidation
HYOCHOLabc,Transport reactions
IBUP_RASCL1hep,Drug metabolism
IBUP_Rshep,Drug metabolism
IBUP_Rtdhep,Drug metabolism
IBUP_SACOT2,Drug metabolism
ICDCHOLabc,Transport reactions
ILEARGILEt,Transport reactions
ILEASNHISt,Transport reactions
ILEASPt,Transport reactions
ILEGLNGLUt,Transport reactions
ILEGLYARGt,Transport reactions
ILEPROLYSt,Transport reactions
ILESERARGt,Transport reactions
ILETRPTYRt,Transport reactions
IPDDIx,Cholesterol metabolism
ISOCHOLabc,Transport reactions
IVCOAACBP,Fatty acid oxidation
LCA24GSc,Bile acid biosynthesis
LCA24Gte,Transport reactions
LCA3GSc,Bile acid biosynthesis
LCA3Gte,Transport reactions
LCA3Sabc,Transport reactions
LCA3St,Transport reactions
LCAT1e,Fatty acid oxidation
LEUALAARGt,Transport reactions
LEUASNASPt,Transport reactions
LEUASPLYSt,Transport reactions
LEULEULAPc,Transport reactions
LEULEUTRPt,Transport reactions
LEUPROARGt,Transport reactions
LEUPROt,Transport reactions
LEUSERTRPt,Transport reactions
LEUTRPARGt,Transport reactions
LEUTRPt,Transport reactions
LEUTYRTYRt,Transport reactions
LEUVALt,Transport reactions
LEUyLAThtc,Transport reactions
LGNCCOAtcx,Transport reactions
LGNCFATPtc,Transport reactions
LINOFATPtc,Transport reactions
LIPOti,Transport reactions
LKYNRtr2,Transport reactions
LNELDCCRNt,Fatty acid oxidation
LNELDCCRNte,Transport reactions
LNLCCRNt,Fatty acid oxidation
LNLNCACPT1,Fatty acid oxidation
LNLNCACPT2,Fatty acid oxidation
LNLNCACRNt,Fatty acid oxidation
LNLNCGCRNt,Fatty acid oxidation
LNSTLSr,Cholesterol metabolism
LRAT1,Vitamin A metabolism
LSTO1r,Cholesterol metabolism
LYSARGLEUt,Transport reactions
LYSCYSHISt,Transport reactions
LYSGLNPHEt,Transport reactions
LYSGLUGLUt,Transport reactions
LYSLYSLYSt,Transport reactions
LYSPHEILEt,Transport reactions
LYSTRPARGt,Transport reactions
LYSTYRILEt,Transport reactions
LYSVALPHEt,Transport reactions
LYSVALTRPt,Transport reactions
MERACMPtep,Drug metabolism
MERACMPthc,Drug metabolism
METARGLEUt,Transport reactions
METASNTYRt,Transport reactions
METGLNTYRt,Transport reactions
METGLYARGt,Transport reactions
METHISLYSt,Transport reactions
METMETILEt,Transport reactions
METPHEARGt,Transport reactions
METTRPPHEt,Transport reactions
METyLATthc,Transport reactions
MEVK1x,Cholesterol metabolism
MLTHFte,Transport reactions
MLTHFte1,Transport reactions
MLTHFte2,Transport reactions
MLTHFte3,Transport reactions
MMAte,Transport reactions
NADPQNOXR,Tyrosine metabolism
NADQNOXR,Tyrosine metabolism
NAGA2ly,Keratan sulfate degradation
NAt,Transport reactions
NAt5,Transport reactions
NCNt,Transport reactions
NEU11l,Sphingolipid metabolism
NEU22,Sphingolipid metabolism
NEU24,Sphingolipid metabolism
NEU31e,Sphingolipid metabolism
NEU32e,Sphingolipid metabolism
NEU33e,Sphingolipid metabolism
NEU34e,Sphingolipid metabolism
NEU35e,Sphingolipid metabolism
NEU36e,Sphingolipid metabolism
NEU37e,Sphingolipid metabolism
